% pp non-regulatory
% met non_regulatory
% pd regulatory
% methylation non-regulatory
% phosphorylation non-regulatory
% dephosphorylation non-regulatory
% demethylation non-regulatory
% srna non-regulatory
% expression non-regulatory
% activation non-regulatory
% ubiquination non-regulatory
% glycosylation non-regulatory
% inhibition non-regulatory
% sigma non-regulatory
YJR068W,YOR144C,pp,undirected,0.953
YBR234C,YIL062C,pp,undirected,0.998
YGL078C,YDL031W,pp,undirected,0.971
YJL177W,YHR021C,pp,undirected,0.943
YBR181C,YMR230W,pp,undirected,0.943
YKL041W,YCL008C,pp,undirected,0.982
YHL001W,YGL147C,pp,undirected,0.943
YJL191W,YPL081W,pp,undirected,0.943
YBL035C,YKL045W,pp,undirected,0.997
YDR500C,YJL189W,pp,undirected,0.955
YER102W,YGL123W,pp,undirected,0.955
YHR089C,YLR197W,pp,undirected,0.941
YDR012W,YIL148W,pp,undirected,0.943
YGR246C,YOR224C,pp,undirected,0.969
YMR242C,YGR214W,pp,undirected,0.943
YPL031C,YBR135W,pp,undirected,0.955
YKR094C,YLR344W,pp,undirected,0.943
YBL072C,YER074W,pp,undirected,0.943
YLR167W,YJR099W,pp,undirected,0.985
YPR182W,YDR378C,pp,undirected,0.985
YPR132W,YOR096W,pp,undirected,0.943
YER025W,YPR041W,pp,undirected,0.933
YDL148C,YDR398W,pp,undirected,0.985
YIL007C,YER021W,pp,undirected,0.978
YOR234C,YNL301C,pp,undirected,0.943
YBR154C,YER148W,pp,undirected,0.965
YGR103W,YDR449C,pp,undirected,0.976
YER131W,YBR181C,pp,undirected,0.943
YBR055C,YLR438C-A,pp,undirected,0.985
YHR026W,YPL234C,pp,undirected,0.988
YOL120C,YLR333C,pp,undirected,0.943
YMR121C,YOR063W,pp,undirected,0.955
YJL001W,YDR427W,pp,undirected,0.985
YIL052C,YHL015W,pp,undirected,0.955
YLR286C,YDR371W,pp,undirected,0.974
YPR102C,YLR441C,pp,undirected,0.943
YDR190C,YNL107W,pp,undirected,0.942
YOR293W,YMR121C,pp,undirected,0.943
YHR165C,YGR278W,pp,undirected,0.958
YOR272W,YOR206W,pp,undirected,0.982
YHL001W,YDR471W,pp,undirected,0.943
YDL195W,YIL109C,pp,undirected,0.981
YIL061C,YGR074W,pp,undirected,0.985
YOL018C,YDR468C,pp,undirected,0.965
YER082C,YLL011W,pp,undirected,0.985
YDR382W,YDL082W,pp,undirected,0.943
YOL121C,YIL133C,pp,undirected,0.943
YPR168W,YDR308C,pp,undirected,0.993
YGL011C,YOL038W,pp,undirected,0.985
YLR335W,YIL115C,pp,undirected,0.988
YLR167W,YEL037C,pp,undirected,0.979
YBR143C,YLR448W,pp,undirected,0.947
YBR031W,YKL006W,pp,undirected,0.943
YJR022W,YPR082C,pp,undirected,0.982
YEL054C,YNL069C,pp,undirected,0.943
YGL100W,YKR082W,pp,undirected,0.971
YLR344W,YLR048W,pp,undirected,0.943
YIL133C,YFR032C-A,pp,undirected,0.955
YCR031C,YDL075W,pp,undirected,0.943
YER102W,YPL079W,pp,undirected,0.943
YBR181C,YDR449C,pp,undirected,0.948
YEL026W,YAL033W,pp,undirected,0.962
YLR148W,YDR080W,pp,undirected,0.976
YBR084C-A,YBR191W,pp,undirected,0.943
YLR344W,YDR471W,pp,undirected,0.943
YER133W,YJR093C,pp,undirected,0.976
YJR094W-A,YDL191W,pp,undirected,0.943
YJL069C,YCL031C,pp,undirected,0.961
YPL079W,YJR145C,pp,undirected,0.943
YMR049C,YDL031W,pp,undirected,0.982
YHR010W,YJL177W,pp,undirected,0.943
YIL126W,YGR056W,pp,undirected,0.943
YDR447C,YJR145C,pp,undirected,0.943
YNL162W,YLR448W,pp,undirected,0.943
YMR242C,YKL180W,pp,undirected,0.943
YNL301C,YLR029C,pp,undirected,0.943
YMR176W,YBR103W,pp,undirected,0.94
YBR038W,YBR023C,pp,undirected,0.939
YDR500C,YKL006W,pp,undirected,0.943
YOR096W,YNL302C,pp,undirected,0.943
YHL001W,YKR094C,pp,undirected,0.943
YDR280W,YGR195W,pp,undirected,0.985
YLR388W,YIL052C,pp,undirected,0.943
